Major Code,Major Title,Plan Title,Course ID,Course Name,Year Level,Term Season,Fifth Year,Credits,Credits Minimum,Prerequisites,Prerequisite Term,Has Prerequisites,Is Prerequisite For
3576,Chemistry,Chemistry BA - Plan A,CEM 255,Organic Chemistry Laboratory,Sophomore,Spring,No,120,2,CEM 161,2,True,1
3576,"Chemistry, BA",Chemistry - Plan B,MTH 132,Calculus I,Sophomore,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3576,"Chemistry, BA",Chemistry - Plan B,PHY 252,Introductory Physics Laboratory II,Sophomore,Spring,No,120,1,PHY 191,2,True,1
3576,Chemistry,Chemistry BA - Plan A,PHY 252,Introductory Physics Laboratory II,Sophomore,Spring,No,120,1,PHY 191,2,True,1
3576,"Chemistry, BA",Chemistry - Plan B,MTH 133,Calculus II,Sophomore,Spring,No,120,4,MTH 132,3,True,17
3576,Chemistry,Chemistry BA - Plan A,MTH 133,Calculus II,Sophomore,Fall,No,120,4,MTH 132,3,True,17
3576,"Chemistry, BA",Chemistry - Plan B,PHY 231,Introductory Physics I,Sophomore,Fall,No,120,3,MTH 114,3,True,14
3576,Chemistry,Chemistry BA - Plan A,PHY 231,Introductory Physics I,Sophomore,Fall,No,120,3,MTH 114,3,True,14
3576,"Chemistry, BA",Chemistry - Plan B,CEM 142,General and Inorganic Chemistry,Sophomore,Fall,No,120,3,(CEM 141 AND CEM 152),4,True,18
3576,"Chemistry, BA",Chemistry - Plan B,CEM 251,Organic Chemistry I,Sophomore,Spring,No,120,3,CEM 141,4,True,4
3576,Chemistry,Chemistry BA - Plan A,CEM 251,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 141,4,True,4
3576,"Chemistry, BA",Chemistry - Plan B,CEM 262,Quantitative Analysis,Sophomore,Spring,No,120,3,(CEM 142 AND CEM 162),5,True,4
3576,Chemistry,Chemistry BA - Plan A,CEM 262,Quantitative Analysis,Sophomore,Fall,No,120,3,(CEM 142 AND CEM 162),5,True,4
3576,"Chemistry, BA",Chemistry - Plan B,BMB OPTION,Course name not found in registrar data,Junior,Spring,No,120,3,,1,False,0
3576,"Chemistry, BA",Chemistry - Plan B,CEM 252,Organic Chemistry II,Junior,Fall,No,120,3,,1,False,5
3576,"Chemistry, BA",Chemistry - Plan B,CEM 255,Organic Chemistry Laboratory,Junior,Fall,No,120,2,CEM 161,2,True,1
3576,Chemistry,Chemistry BA - Plan A,CEM 383,Introductory Physical Chemistry I,Junior,Fall,No,120,3,(CEM 142 AND MTH 133),5,True,0
3576,Chemistry,Chemistry BA - Plan A,CEM 384,Introductory Physical Chemistry II,Junior,Spring,No,120,3,(CEM 142 AND MTH 133 AND PHY 184),5,True,0
3576,Chemistry,Chemistry BA - Plan A,CEM 444,Chemical Safety,Junior,Fall,No,120,1,(CEM 142 AND CEM 252),5,True,0
3576,"Chemistry, BA",Chemistry - Plan B,CEM 333,Instrumental Methods and Applications,Junior,Spring,No,120,3,CEM 262 OR CEM 162 OR CEM 143 OR WRA 101 OR WRA 110,6,True,1
3576,Chemistry,Chemistry BA - Plan A,CEM 333,Instrumental Methods and Applications,Junior,Spring,No,120,3,CEM 262 OR CEM 162 OR CEM 143 OR WRA 101 OR WRA 110,6,True,1
3576,Chemistry,Chemistry BA - Plan A,BMB OPTION,Course name not found in registrar data,Senior,Fall,No,120,3,,1,False,0
3576,"Chemistry, BA",Chemistry - Plan B,CEM 311,Inorganic Chemistry,Senior,Spring,No,120,3,CEM 142,5,True,1
3576,Chemistry,Chemistry BA - Plan A,CEM 311,Inorganic Chemistry,Senior,Spring,No,120,3,CEM 142,5,True,1
3576,"Chemistry, BA",Chemistry - Plan B,CEM 383,Introductory Physical Chemistry I,Senior,Fall,No,120,3,(CEM 142 AND MTH 133),5,True,0
3576,"Chemistry, BA",Chemistry - Plan B,CEM 384,Introductory Physical Chemistry II,Senior,Spring,No,120,3,(CEM 142 AND MTH 133 AND PHY 184),5,True,0
3576,"Chemistry, BA",Chemistry - Plan B,CEM 444,Chemical Safety,Senior,Fall,No,120,1,(CEM 142 AND CEM 252),5,True,0
3576,"Chemistry, BA",Chemistry - Plan B,CEM 425,Chemistry Communication and Professional Development (W),Senior,Fall,No,120,3,CEM 262 OR CEM 255 OR WRA 101 OR WRA 110,6,True,0
3576,Chemistry,Chemistry BA - Plan A,CEM 425,Chemistry Communication and Professional Development (W),Senior,Fall,No,120,3,CEM 262 OR CEM 255 OR WRA 101 OR WRA 110,6,True,0
3579,Chemistry,Chemistry BS - Plan A,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,,1,False,6
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 181H,Honors Chemistry I,Freshman,Fall,No,120,4,,1,False,2
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 182H,Honors Chemistry II,Freshman,Spring,No,120,4,,1,False,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 185H,Honors Chemistry Laboratory I,Freshman,Fall,No,120,2,,1,False,1
3579,Chemistry,Chemistry BS - Plan A,CEM 151,General and Descriptive Chemistry,Freshman,Fall,No,120,4,(CEM 181H AND MTH 116),2,True,3
3579,Chemistry,Chemistry BS - Plan A,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,(CEM 161 AND CEM 186H),2,True,5
3579,Chemistry,Chemistry BS - Plan A,MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3579,Chemistry,Chemistry BS - Plan A,CEM 152,Principles of Chemistry,Freshman,Spring,No,120,3,CEM 151,3,True,2
3579,Chemistry,Chemistry BS - Plan A,MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3579,Chemistry,Chemistry BS - Plan A,PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,,1,False,11
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,,1,False,11
3579,Chemistry,Chemistry BS - Plan A,PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3579,Chemistry,Chemistry BS - Plan A,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,,1,False,2
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,,1,False,2
3579,Chemistry,Chemistry BS - Plan A,CEM 355,Organic Laboratory I,Sophomore,Spring,No,120,2,CEM 162 OR WRA 101 OR WRA 110,3,True,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 355,Organic Laboratory I,Sophomore,Spring,No,120,2,CEM 162 OR WRA 101 OR WRA 110,3,True,0
3579,Chemistry,Chemistry BS - Plan A,CEM 351,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 152,4,True,4
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 351,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 152,4,True,4
3579,Chemistry,Chemistry BS - Plan A,MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3579,Chemistry,Chemistry BS - Plan A,PHY 184,Physics for Scientists and Engineers II,Sophomore,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 184,Physics for Scientists and Engineers II,Sophomore,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3579,Chemistry,Chemistry BS - Plan A,CEM 262,Quantitative Analysis,Sophomore,Fall,No,120,3,(CEM 142 AND CEM 162),5,True,4
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 262,Quantitative Analysis,Sophomore,Fall,No,120,3,(CEM 142 AND CEM 162),5,True,4
3579,Chemistry,Chemistry BS - Plan A,CEM 352,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 351,5,True,2
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 352,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 351,5,True,2
3579,Chemistry,Chemistry BS - Plan A,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234,5,True,19
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234,5,True,19
3579,Chemistry,Chemistry BS - Plan A,BMB OPTION,Course name not found in registrar data,Junior,Fall,No,120,3,,1,False,0
3579,Chemistry,Chemistry BS - Plan A,CEM 356,Organic Laboratory II,Junior,Fall,No,120,2,,1,False,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 356,Organic Laboratory II,Junior,Fall,No,120,2,,1,False,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),BMB 401,Comprehensive Biochemistry,Junior,Fall,No,120,3,CEM 252,2,True,2
3579,Chemistry,Chemistry BS - Plan A,CEM 483,Quantum Chemistry,Junior,Fall,No,120,3,(CEM 142 AND MTH 235 AND PHY 184),6,True,1
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 483,Quantum Chemistry,Junior,Fall,No,120,3,(CEM 142 AND MTH 235 AND PHY 184),6,True,1
3579,Chemistry,Chemistry BS - Plan A,CEM 484,Molecular Thermodynamics,Junior,Spring,No,120,3,(CEM 142 AND MTH 235),6,True,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 484,Molecular Thermodynamics,Junior,Spring,No,120,3,(CEM 142 AND MTH 235),6,True,0
3579,Chemistry,Chemistry BS - Plan A,CEM 395,Analytical/Physical Laboratory,Junior,Spring,No,120,2,CEM 483 OR WRA 101 OR WRA 110,7,True,2
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 395,Analytical/Physical Laboratory,Junior,Spring,No,120,2,CEM 483 OR WRA 101 OR WRA 110,7,True,2
3579,Chemistry,Chemistry BS - Plan A,CEM 411,Advanced Inorganic Chemistry,Senior,Fall,No,120,4,CEM 311,6,True,1
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 411,Advanced Inorganic Chemistry,Senior,Fall,No,120,4,CEM 311,6,True,1
3579,Chemistry,Chemistry BS - Plan A,CEM 415,Advanced Synthesis Laboratory,Senior,Spring,No,120,3,CEM 411 OR WRA 101 OR WRA 110,7,True,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 415,Advanced Synthesis Laboratory,Senior,Spring,No,120,3,CEM 411 OR WRA 101 OR WRA 110,7,True,0
3579,Chemistry,Chemistry BS - Plan A,CEM 434,Advanced Analytical Chemistry,Senior,Fall,No,120,3,CEM 395,8,True,1
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 434,Advanced Analytical Chemistry,Senior,Fall,No,120,3,CEM 395,8,True,1
3579,Chemistry,Chemistry BS - Plan A,CEM 495,Molecular Spectroscopy,Senior,Fall,No,120,2,CEM 395 OR CEM 262 OR WRA 101 OR WRA 110,8,True,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 495,Molecular Spectroscopy,Senior,Fall,No,120,2,CEM 395 OR CEM 262 OR WRA 101 OR WRA 110,8,True,0
3579,Chemistry,Chemistry BS - Plan A,CEM 435,Analytical Chemistry Laboratory,Senior,Spring,No,120,3,CEM 434 OR WRA 101 OR WRA 110,9,True,0
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 435,Analytical Chemistry Laboratory,Senior,Spring,No,120,3,CEM 434 OR WRA 101 OR WRA 110,9,True,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,,1,False,6
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 103,College Algebra,Freshman,Fall,No,120,3,,1,False,23
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,,1,False,4
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 114,Trigonometry,Freshman,Spring,No,120,3,MTH 103 OR MTH 103B,2,True,8
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 132,Calculus I,Freshman,Spring,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3742,"Mathematics, BS",Mathematics BS (MTH 132),CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3742,"Mathematics, BS",Mathematics BS (MTH 132),CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3742,"Mathematics, BS",Mathematics BS (MTH 103),CEM 161,Chemistry Laboratory I,Sophomore,Fall,No,120,1,,1,False,6
3742,"Mathematics, BS",Mathematics BS (MTH 116),CEM 161,Chemistry Laboratory I,Sophomore,Fall,No,120,1,,1,False,6
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 299,Transitions,Sophomore,Spring,No,120,4,,1,False,2
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 299,Transitions,Sophomore,Spring,No,120,4,,1,False,2
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 299,Transitions,Sophomore,Spring,No,120,4,,1,False,2
3742,"Mathematics, BS",Mathematics BS (MTH 132),PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,,1,False,11
3742,"Mathematics, BS",Mathematics BS (MTH 132),PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,,1,False,4
3742,"Mathematics, BS",Mathematics BS (MTH 103),PSL 250,Introductory Physiology,Sophomore,Spring,No,120,4,,1,False,10
3742,"Mathematics, BS",Mathematics BS (MTH 116),PSL 250,Introductory Physiology,Sophomore,Spring,No,120,4,,1,False,10
3742,"Mathematics, BS",Mathematics BS (MTH 132),PSL 250,Introductory Physiology,Sophomore,Spring,No,120,4,,1,False,10
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 132,Calculus I,Sophomore,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3742,"Mathematics, BS",Mathematics BS (MTH 103),CEM 141,General Chemistry,Sophomore,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3742,"Mathematics, BS",Mathematics BS (MTH 116),CEM 141,General Chemistry,Sophomore,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 133,Calculus II,Sophomore,Spring,No,120,4,MTH 132,3,True,17
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 133,Calculus II,Sophomore,Fall,No,120,4,MTH 132,3,True,17
3742,"Mathematics, BS",Mathematics BS (MTH 103),CEM 142,General and Inorganic Chemistry,Sophomore,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3742,"Mathematics, BS",Mathematics BS (MTH 116),CEM 142,General and Inorganic Chemistry,Sophomore,Spring,No,120,3,(CEM 141 AND CEM 152),4,True,18
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 234,Multivariable Calculus,Sophomore,Spring,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 3XX/STT 4XX,Course name not found in registrar data,Junior,Spring,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 411,Abstract Algebra II,Junior,Spring,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 411,Abstract Algebra II,Junior,Spring,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 411,Abstract Algebra II,Junior,Spring,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 103),PHY 183,Physics for Scientists and Engineers I,Junior,Fall,No,120,4,,1,False,11
3742,"Mathematics, BS",Mathematics BS (MTH 116),PHY 183,Physics for Scientists and Engineers I,Junior,Fall,No,120,4,,1,False,11
3742,"Mathematics, BS",Mathematics BS (MTH 103),PHY 191,"Physics Laboratory for Scientists, I",Junior,Fall,No,120,1,,1,False,4
3742,"Mathematics, BS",Mathematics BS (MTH 116),PHY 191,"Physics Laboratory for Scientists, I",Junior,Fall,No,120,1,,1,False,4
3742,"Mathematics, BS",Mathematics BS (MTH 103),PSL 250,Introductory Physiology,Junior,Spring,No,120,4,,1,False,10
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 310,Abstract Algebra I and Number Theory,Junior,Fall,No,120,3,MTH 299 OR WRA 101 OR WRA 110,2,True,3
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 310,Abstract Algebra I and Number Theory,Junior,Fall,No,120,3,MTH 299 OR WRA 101 OR WRA 110,2,True,3
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 310,Abstract Algebra I and Number Theory,Junior,Fall,No,120,3,MTH 299 OR WRA 101 OR WRA 110,2,True,3
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 234,Multivariable Calculus,Junior,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 309,Linear Algebra I,Junior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR WRA 101 OR WRA 110,4,True,11
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 309,Linear Algebra I,Junior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR WRA 101 OR WRA 110,4,True,11
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 309,Linear Algebra I,Junior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR WRA 101 OR WRA 110,4,True,11
3742,"Mathematics, BS",Mathematics BS (MTH 116),PHY 184,Physics for Scientists and Engineers II,Junior,Spring,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3742,"Mathematics, BS",Mathematics BS (MTH 132),PHY 184,Physics for Scientists and Engineers II,Junior,Fall,No,120,4,PHY 193H OR PHY 231 OR PHY 231C,4,True,15
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 340,Ordinary Differential Equations I,Junior,Spring,No,120,3,MTH 309 OR MTH 133 OR MTH 153H OR LB 119,5,True,2
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 330,Higher Geometry,Senior,Fall,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 330,Higher Geometry,Senior,Fall,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 330,Higher Geometry,Senior,Fall,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 3XX/STT 4XX,Course name not found in registrar data,Senior,Spring,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 4XX,Course name not found in registrar data,Senior,Fall,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 4XX,Course name not found in registrar data,Senior,Fall,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 4XX,Course name not found in registrar data,Senior,Fall,No,120,3,,1,False,0
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 320,Analysis I,Senior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR MTH 299,4,True,3
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 320,Analysis I,Senior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR MTH 299,4,True,3
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 320,Analysis I,Senior,Fall,No,120,3,MTH 133 OR MTH 153H OR LB 119 OR MTH 299,4,True,3
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 421,Analysis II,Senior,Spring,No,120,3,MTH 320 OR MTH 234,5,True,0
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 421,Analysis II,Senior,Spring,No,120,3,MTH 320 OR MTH 234,5,True,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 421,Analysis II,Senior,Spring,No,120,3,MTH 320 OR MTH 234,5,True,0
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 496,Capstone in Mathematics   (W),Senior,Spring,No,120,3,MTH 309 OR MTH 310 OR MTH 320 OR WRA 101 OR WRA 110,5,True,0
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 496,Capstone in Mathematics   (W),Senior,Spring,No,120,3,MTH 309 OR MTH 310 OR MTH 320 OR WRA 101 OR WRA 110,5,True,0
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 496,Capstone in Mathematics   (W),Senior,Spring,No,120,3,MTH 309 OR MTH 310 OR MTH 320 OR WRA 101 OR WRA 110,5,True,0
3744,"Mathematics, BA",Mathematics BA (MTH 103),MTH 103,College Algebra,Freshman,Fall,No,120,3,,1,False,23
3744,"Mathematics, BA",Mathematics BA (MTH 116),MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,,1,False,4
3744,"Mathematics, BA",Mathematics BA (MTH 132),MTH 299,Transitions,Freshman,Spring,No,120,4,,1,False,2
3744,"Mathematics, BA",Mathematics BA (MTH 103),MTH 114,Trigonometry,Freshman,Spring,No,120,3,MTH 103 OR MTH 103B,2,True,8
3744,"Mathematics, BA",Mathematics BA (MTH 116),MTH 132,Calculus I,Freshman,Spring,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3744,"Mathematics, BA",Mathematics BA (MTH 132),MTH 132,Calculus I,Freshman,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3744,"Mathematics, BA",Mathematics BA (MTH 103),CEM 141,General Chemistry,Freshman,Fall,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3744,"Mathematics, BA",Mathematics BA (MTH 116),CEM 141,General Chemistry,Freshman,Spring,No,120,4,(CEM 151 AND MTH 103B),3,True,29
3744,"Mathematics, BA",Mathematics BA (MTH 132),MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,3,True,17
3744,"Mathematics, BA",Mathematics BA (MTH 103),BS 161,Cell and Molecular Biology,Sophomore,Spring,No,120,3,,1,False,62
3744,"Mathematics, BA",Mathematics BA (MTH 116),BS 161,Cell and Molecular Biology,Sophomore,Spring,No,120,3,,1,False,62
3744,"Mathematics, BA",Mathematics BA (MTH 132),BS 161,Cell and Molecular Biology,Sophomore,Spring,No,120,3,,1,False,62
3744,"Mathematics, BA",Mathematics BA (MTH 132),BS 171,Cell and Molecular Biology Laboratory,Sophomore,Spring,No,120,2,,1,False,4
3744,"Mathematics, BA",Mathematics BA (MTH 103),MTH 299,Transitions,Sophomore,Spring,No,120,4,,1,False,2
3744,"Mathematics, BA",Mathematics BA (MTH 116),MTH 299,Transitions,Sophomore,Spring,No,120,4,,1,False,2
3744,"Mathematics, BA",Mathematics BA (MTH 132),MTH 299,Transitions,Sophomore,Spring,No,120,4,,1,False,2
3744,"Mathematics, BA",Mathematics BA (MTH 116),PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,,1,False,11
3744,"Mathematics, BA",Mathematics BA (MTH 132),PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,,1,False,11
3744,"Mathematics, BA",Mathematics BA (MTH 103),MTH 132,Calculus I,Sophomore,Fall,No,120,3,(MTH 103 AND MTH 103B),2,True,10
3744,"Mathematics, BA",Mathematics BA (MTH 103),MTH 133,Calculus II,Sophomore,Spring,No,120,4,MTH 132,3,True,17
3744,"Mathematics, BA",Mathematics BA (MTH 116),MTH 133,Calculus II,Sophomore,Fall,No,120,4,MTH 132,3,True,17
3744,"Mathematics, BA",Mathematics BA (MTH 116),MTH 234,Multivariable Calculus,Sophomore,Spring,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3744,"Mathematics, BA",Mathematics BA (MTH 132),MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,(LB 119 AND MTH 133 AND MTH 153H),4,True,11
3744,"Mathematics, BA",Mathematics BA (MTH 103),BS 171,Cell and Molecular Biology Laboratory,Junior,Fall,No,120,2,,1,False,4
3744,"Mathematics, BA",Mathematics BA (MTH 116),BS 171,Cell and Molecular Biology Laboratory,Junior,Fall,No,120,2,,1,False,4
