Major Code,Major Title,Plan Title,Course ID,Course Name,Year Level,Term Season,Fifth Year,Credits,Credits Minimum,Prerequisites,Has Prerequisites
3576,"Chemistry, BA",Chemistry - Plan B,MTH 133,Calculus II,Sophomore,Spring,No,120,4,MTH 132,TRUE
3576,Chemistry,Chemistry BA - Plan A,MTH 133,Calculus II,Sophomore,Fall,No,120,4,MTH 132,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,PHY 232,Introductory Physics II,Sophomore,Spring,No,120,3,PHY 231,TRUE
3576,Chemistry,Chemistry BA - Plan A,PHY 232,Introductory Physics II,Sophomore,Spring,No,120,3,PHY 231,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 255,Organic Chemistry Laboratory,Sophomore,Spring,No,120,2,CEM 252 OR CEM 252 OR CEM 252 OR CEM 252 OR CEM 252,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,PHY 251,Introductory Physics Laboratory I,Sophomore,Fall,No,120,1,PHY 183,TRUE
3576,Chemistry,Chemistry BA - Plan A,PHY 251,Introductory Physics Laboratory I,Sophomore,Fall,No,120,1,PHY 183,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,PHY 252,Introductory Physics Laboratory II,Sophomore,Spring,No,120,1,PHY 251 OR PHY 251 OR PHY 251,TRUE
3576,Chemistry,Chemistry BA - Plan A,PHY 252,Introductory Physics Laboratory II,Sophomore,Spring,No,120,1,PHY 251 OR PHY 251 OR PHY 251,TRUE
3576,Chemistry,Chemistry BA - Plan A,ARTS & HUMANITIES OR SOCIAL SCIENCE ELECTIVE,Course name not found in registrar data,Junior,Spring,No,120,3,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,Alt Track ISB,Course name not found in registrar data,Junior,Fall,No,120,3,,FALSE
3576,Chemistry,Chemistry BA - Plan A,Alt Track ISB,Course name not found in registrar data,Junior,Fall,No,120,3,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,BMB OPTION,Course name not found in registrar data,Junior,Spring,No,120,3,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,Electives,Course name not found in registrar data,Junior,Fall,No,120,6,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,Electives,Course name not found in registrar data,Junior,Spring,No,120,4,,FALSE
3576,Chemistry,Chemistry BA - Plan A,Electives,Course name not found in registrar data,Junior,Fall,No,120,3,,FALSE
3576,Chemistry,Chemistry BA - Plan A,Electives,Course name not found in registrar data,Junior,Spring,No,120,6,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,IAH 211 or Higher,Course name not found in registrar data,Junior,Spring,No,120,4,,FALSE
3576,Chemistry,Chemistry BA - Plan A,IAH 211 or Higher,Course name not found in registrar data,Junior,Fall,No,120,4,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 252,Organic Chemistry II,Junior,Fall,No,120,3,CEM 251,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 383,Introductory Physical Chemistry I,Junior,Fall,No,120,3,CEM 142,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 384,Introductory Physical Chemistry II,Junior,Spring,No,120,3,CEM 142,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 444,Chemical Safety,Junior,Fall,No,120,1,CEM 142,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 255,Organic Chemistry Laboratory,Junior,Fall,No,120,2,CEM 252 OR CEM 252 OR CEM 252 OR CEM 252 OR CEM 252,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 333,Instrumental Methods and Applications,Junior,Spring,No,120,3,CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 333,Instrumental Methods and Applications,Junior,Spring,No,120,3,CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,ARTS & HUMANITIES OR SOCIAL SCIENCE ELECTIVE,Course name not found in registrar data,Senior,Fall,No,120,3,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,ARTS & HUMANITIES OR SOCIAL SCIENCE ELECTIVE,Course name not found in registrar data,Senior,Spring,No,120,3,,FALSE
3576,Chemistry,Chemistry BA - Plan A,ARTS & HUMANITIES OR SOCIAL SCIENCE ELECTIVE,Course name not found in registrar data,Senior,Spring,No,120,3,,FALSE
3576,Chemistry,Chemistry BA - Plan A,BMB OPTION,Course name not found in registrar data,Senior,Fall,No,120,3,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,Electives,Course name not found in registrar data,Senior,Fall,No,120,5,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,Electives,Course name not found in registrar data,Senior,Spring,No,120,6,,FALSE
3576,Chemistry,Chemistry BA - Plan A,Electives,Course name not found in registrar data,Senior,Fall,No,120,9,,FALSE
3576,Chemistry,Chemistry BA - Plan A,Electives,Course name not found in registrar data,Senior,Spring,No,120,9,,FALSE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 311,Inorganic Chemistry,Senior,Spring,No,120,3,CEM 142,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 311,Inorganic Chemistry,Senior,Spring,No,120,3,CEM 142,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 383,Introductory Physical Chemistry I,Senior,Fall,No,120,3,CEM 142,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 384,Introductory Physical Chemistry II,Senior,Spring,No,120,3,CEM 142,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 444,Chemical Safety,Senior,Fall,No,120,1,CEM 142,TRUE
3576,"Chemistry, BA",Chemistry - Plan B,CEM 425,Chemistry Communication and Professional Development (W),Senior,Fall,No,120,3,CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262,TRUE
3576,Chemistry,Chemistry BA - Plan A,CEM 425,Chemistry Communication and Professional Development (W),Senior,Fall,No,120,3,CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262 OR CEM 262,TRUE
3579,Chemistry,Chemistry BS - Plan A,Alt Track ISB,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Alt Track ISB,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan A,Electives,Course name not found in registrar data,Freshman,Fall,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Electives,Course name not found in registrar data,Freshman,Fall,No,120,2,,FALSE
3579,Chemistry,Chemistry BS - Plan A,ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),ISS 200-Level,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan A,WRA 1XX,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),WRA 1XX,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan A,CEM 151,General and Descriptive Chemistry,Freshman,Fall,No,120,4,MTH 116,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 152,Principles of Chemistry,Freshman,Spring,No,120,3,CEM 151,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 161,Chemistry Laboratory I,Freshman,Fall,No,120,1,CEM 141,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 181H,Honors Chemistry I,Freshman,Fall,No,120,4,MTH 124 OR MTH 124,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 182H,Honors Chemistry II,Freshman,Spring,No,120,4,CEM 151 OR CEM 151,TRUE
3579,Chemistry,Chemistry BS - Plan A,MTH 132,Calculus I,Freshman,Fall,No,120,3,(LB 117 AND MTH 116),TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 132,Calculus I,Freshman,Fall,No,120,3,(LB 117 AND MTH 116),TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 162,Chemistry Laboratory II,Freshman,Spring,No,120,1,CEM 161,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 185H,Honors Chemistry Laboratory I,Freshman,Fall,No,120,2,CEM 181H OR CEM 181H,TRUE
3579,Chemistry,Chemistry BS - Plan A,MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,TRUE
3579,Chemistry,Chemistry BS - Plan A,Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan A,CEM 262,Quantitative Analysis,Sophomore,Fall,No,120,3,CEM 142,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 262,Quantitative Analysis,Sophomore,Fall,No,120,3,CEM 142,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 351,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 152,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 351,Organic Chemistry I,Sophomore,Fall,No,120,3,CEM 152,TRUE
3579,Chemistry,Chemistry BS - Plan A,PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,MTH 132,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 183,Physics for Scientists and Engineers I,Sophomore,Fall,No,120,4,MTH 132,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 352,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 351,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 352,Organic Chemistry II,Sophomore,Spring,No,120,3,CEM 351,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 355,Organic Laboratory I,Sophomore,Spring,No,120,2,CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 355,Organic Laboratory I,Sophomore,Spring,No,120,2,CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162 OR CEM 162,TRUE
3579,Chemistry,Chemistry BS - Plan A,MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,MTH 133,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 234,Multivariable Calculus,Sophomore,Fall,No,120,4,MTH 133,TRUE
3579,Chemistry,Chemistry BS - Plan A,PHY 184,Physics for Scientists and Engineers II,Sophomore,Spring,No,120,4,PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 184,Physics for Scientists and Engineers II,Sophomore,Spring,No,120,4,PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183,TRUE
3579,Chemistry,Chemistry BS - Plan A,PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183B OR PHY 183 OR PHY 233 OR PHY 231 OR PHY 183 OR PHY 231C OR PHY 233,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 191,"Physics Laboratory for Scientists, I",Sophomore,Fall,No,120,1,PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183 OR PHY 183B OR PHY 183 OR PHY 233 OR PHY 231 OR PHY 183 OR PHY 231C OR PHY 233,TRUE
3579,Chemistry,Chemistry BS - Plan A,MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234 OR MTH 234 OR MTH 234 OR MTH 234 OR MTH 234,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),MTH 235,Differential Equations,Sophomore,Spring,No,120,3,MTH 234 OR MTH 234 OR MTH 234 OR MTH 234 OR MTH 234,TRUE
3579,Chemistry,Chemistry BS - Plan A,PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,PHY 191 OR PHY 191 OR PHY 191 OR PHY 191 OR PHY 184 OR PHY 191 OR PHY 191 OR PHY 184B OR PHY 191 OR PHY 232 OR PHY 234 OR PHY 191 OR PHY 232C OR PHY 234,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),PHY 192,"Physics Laboratory for Scientists, II",Sophomore,Spring,No,120,1,PHY 191 OR PHY 191 OR PHY 191 OR PHY 191 OR PHY 184 OR PHY 191 OR PHY 191 OR PHY 184B OR PHY 191 OR PHY 232 OR PHY 234 OR PHY 191 OR PHY 232C OR PHY 234,TRUE
3579,Chemistry,Chemistry BS - Plan A,BMB OPTION,Course name not found in registrar data,Junior,Fall,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan A,Electives,Course name not found in registrar data,Junior,Fall,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan A,Electives,Course name not found in registrar data,Junior,Spring,No,120,6,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Electives,Course name not found in registrar data,Junior,Fall,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Electives,Course name not found in registrar data,Junior,Spring,No,120,6,,FALSE
3579,Chemistry,Chemistry BS - Plan A,IAH Below 211,Course name not found in registrar data,Junior,Fall,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),IAH Below 211,Course name not found in registrar data,Junior,Fall,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan A,ISS 300-Level,Course name not found in registrar data,Junior,Spring,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),ISS 300-Level,Course name not found in registrar data,Junior,Spring,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),BMB 401,Comprehensive Biochemistry,Junior,Fall,No,120,3,CEM 252,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 356,Organic Laboratory II,Junior,Fall,No,120,2,CEM 355,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 356,Organic Laboratory II,Junior,Fall,No,120,2,CEM 355,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 483,Quantum Chemistry,Junior,Fall,No,120,3,MTH 235,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 483,Quantum Chemistry,Junior,Fall,No,120,3,MTH 235,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 484,Molecular Thermodynamics,Junior,Spring,No,120,3,MTH 235,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 484,Molecular Thermodynamics,Junior,Spring,No,120,3,MTH 235,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 395,Analytical/Physical Laboratory,Junior,Spring,No,120,2,CEM 483 OR CEM 484 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 395,Analytical/Physical Laboratory,Junior,Spring,No,120,2,CEM 483 OR CEM 484 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483,TRUE
3579,Chemistry,Chemistry BS - Plan A,Electives,Course name not found in registrar data,Senior,Fall,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan A,Electives,Course name not found in registrar data,Senior,Spring,No,120,9,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Electives,Course name not found in registrar data,Senior,Fall,No,120,3,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),Electives,Course name not found in registrar data,Senior,Spring,No,120,9,,FALSE
3579,Chemistry,Chemistry BS - Plan A,IAH 211 or Higher,Course name not found in registrar data,Senior,Fall,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),IAH 211 or Higher,Course name not found in registrar data,Senior,Fall,No,120,4,,FALSE
3579,Chemistry,Chemistry BS - Plan A,CEM 411,Advanced Inorganic Chemistry,Senior,Fall,No,120,4,CEM 311,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 411,Advanced Inorganic Chemistry,Senior,Fall,No,120,4,CEM 311,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 415,Advanced Synthesis Laboratory,Senior,Spring,No,120,3,CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 415,Advanced Synthesis Laboratory,Senior,Spring,No,120,3,CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411 OR CEM 411,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 495,Molecular Spectroscopy,Senior,Fall,No,120,2,CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 495,Molecular Spectroscopy,Senior,Fall,No,120,2,CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483 OR CEM 483,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 434,Advanced Analytical Chemistry,Senior,Fall,No,120,3,CEM 395,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 434,Advanced Analytical Chemistry,Senior,Fall,No,120,3,CEM 395,TRUE
3579,Chemistry,Chemistry BS - Plan A,CEM 435,Analytical Chemistry Laboratory,Senior,Spring,No,120,3,CEM 434 OR CEM 434 OR CEM 434 OR CEM 434 OR CEM 434 OR CEM 434 OR CEM 434,TRUE
3579,Chemistry,Chemistry BS - Plan B (Honors Chemistry),CEM 435,Analytical Chemistry Laboratory,Senior,Spring,No,120,3,CEM 434 OR CEM 434 OR CEM 434 OR CEM 434 OR CEM 434 OR CEM 434 OR CEM 434,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 103),Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),Electives,Course name not found in registrar data,Freshman,Fall,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),Electives,Course name not found in registrar data,Freshman,Spring,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),Foreign Language,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),Foreign Language,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),Foreign Language,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),Foreign Language,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),Foreign Language,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),Foreign Language,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),IAH Below 211,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),IAH Below 211,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),IAH Below 211,Course name not found in registrar data,Freshman,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),ISS 200-Level,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),WRA 1XX,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),WRA 1XX,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),WRA 1XX,Course name not found in registrar data,Freshman,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 103,College Algebra,Freshman,Fall,No,120,3,MTH 1825,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 116,College Algebra and Trigonometry,Freshman,Fall,No,120,5,MTH 1825,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 132),CEM 141,General Chemistry,Freshman,Fall,No,120,4,MTH 103B,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 103),MTH 114,Trigonometry,Freshman,Spring,No,120,3,MTH 103 OR MTH 103 OR MTH 103 OR MTH 103 OR MTH 103,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 132),CEM 142,General and Inorganic Chemistry,Freshman,Spring,No,120,3,CEM 141,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 132),CEM 161,Chemistry Laboratory I,Freshman,Spring,No,120,1,CEM 141,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 116),MTH 132,Calculus I,Freshman,Spring,No,120,3,(LB 117 AND MTH 116),TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 132,Calculus I,Freshman,Fall,No,120,3,(LB 117 AND MTH 116),TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 132),MTH 133,Calculus II,Freshman,Spring,No,120,4,MTH 132,TRUE
3742,"Mathematics, BS",Mathematics BS (MTH 103),Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),Electives,Course name not found in registrar data,Sophomore,Fall,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),Electives,Course name not found in registrar data,Sophomore,Spring,No,120,3,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),IAH 211 or Higher,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),IAH 211 or Higher,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),IAH 211 or Higher,Course name not found in registrar data,Sophomore,Fall,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 132),ISS 200-Level,Course name not found in registrar data,Sophomore,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 103),PSL 250,Introductory Physiology,Sophomore,Spring,No,120,4,,FALSE
3742,"Mathematics, BS",Mathematics BS (MTH 116),PSL 250,Introductory Physiology,Sophomore,Spring,No,120,4,,FALSE
